id: KIIP_economy_1 (0), answer: C, pred: B, response: B
id: Kedu_15_46 (0), answer: B, pred: B, response: B
id: Kedu_15_46 (1), answer: B, pred: B, response: B
id: Kedu_15_46 (2), answer: B, pred: B, response: B
id: Kedu_15_47 (0), answer: B, pred: B, response: B
id: Kedu_15_47 (1), answer: B, pred: B, response: B
id: Kedu_15_47 (2), answer: B, pred: B, response: B
id: Kedu_15_48 (0), answer: A, pred: C, response: C
id: Kedu_15_48 (1), answer: A, pred: C, response: C
id: Kedu_15_48 (2), answer: A, pred: C, response: C
id: Kedu_15_49 (0), answer: C, pred: D, response: D
id: Kedu_15_49 (1), answer: C, pred: D, response: D
id: Kedu_15_49 (2), answer: C, pred: D, response: D
id: Kedu_15_50 (0), answer: A, pred: B, response: B
id: Kedu_15_50 (1), answer: A, pred: B, response: B
id: Kedu_15_50 (2), answer: A, pred: B, response: B
id: Kedu_15_51 (0), answer: C, pred: C, response: C
id: Kedu_15_51 (1), answer: C, pred: C, response: C
id: Kedu_15_51 (2), answer: C, pred: C, response: C
id: Kedu_15_52 (0), answer: D, pred: A, response: A
id: Kedu_15_52 (1), answer: D, pred: A, response: A
id: Kedu_15_52 (2), answer: D, pred: B, response: B
id: Kedu_15_53 (0), answer: B, pred: B, response: B
id: Kedu_15_53 (1), answer: B, pred: B, response: B
id: Kedu_15_53 (2), answer: B, pred: B, response: B
id: Kedu_15_54 (0), answer: B, pred: B, response: B
id: Kedu_15_54 (1), answer: B, pred: B, response: B
id: Kedu_15_54 (2), answer: B, pred: B, response: B
id: Kedu_15_55 (0), answer: C, pred: C, response: C
id: Kedu_15_55 (1), answer: C, pred: C, response: C
id: Kedu_15_55 (2), answer: C, pred: C, response: C
id: Kedu_15_56 (0), answer: C, pred: C, response: C
id: Kedu_15_56 (1), answer: C, pred: C, response: C
id: Kedu_15_56 (2), answer: C, pred: D, response: D
id: Kedu_16_1 (0), answer: B, pred: C, response: C
id: Kedu_16_1 (1), answer: B, pred: C, response: C
id: Kedu_16_1 (2), answer: B, pred: C, response: C
id: Kedu_16_2 (0), answer: B, pred: D, response: D
id: Kedu_16_2 (1), answer: B, pred: D, response: D
id: Kedu_16_2 (2), answer: B, pred: D, response: D
id: Kedu_16_3 (0), answer: C, pred: C, response: C
id: Kedu_16_3 (1), answer: C, pred: C, response: C
id: Kedu_16_3 (2), answer: C, pred: C, response: C
id: Kedu_16_4 (0), answer: B, pred: D, response: D
id: Kedu_16_4 (1), answer: B, pred: D, response: D
id: Kedu_16_4 (2), answer: B, pred: D, response: D
id: Kedu_16_5 (0), answer: D, pred: D, response: D
id: Kedu_16_5 (1), answer: D, pred: D, response: D
id: Kedu_16_5 (2), answer: D, pred: D, response: D
id: Kedu_16_6 (0), answer: D, pred: D, response: D
id: Kedu_16_6 (1), answer: D, pred: D, response: D
id: Kedu_16_6 (2), answer: D, pred: D, response: D
id: Kedu_16_7 (0), answer: A, pred: C, response: C
id: Kedu_16_7 (1), answer: A, pred: C, response: C
id: Kedu_16_7 (2), answer: A, pred: C, response: C
id: Kedu_16_8 (0), answer: C, pred: B, response: B
id: Kedu_16_8 (1), answer: C, pred: B, response: B
id: Kedu_16_8 (2), answer: C, pred: B, response: B
id: Kedu_16_9 (0), answer: A, pred: A, response: A
id: Kedu_16_9 (1), answer: A, pred: A, response: A
id: Kedu_16_9 (2), answer: A, pred: A, response: A
id: Kedu_16_10 (0), answer: C, pred: D, response: D
id: Kedu_16_10 (1), answer: C, pred: D, response: D: ㄷ, ㄹ, ㅁ
id: Kedu_16_10 (2), answer: C, pred: D, response: D
id: Kedu_16_11 (0), answer: D, pred: D, response: D
id: Kedu_16_11 (1), answer: D, pred: D, response: D
id: Kedu_16_11 (2), answer: D, pred: D, response: D
id: Kedu_16_12 (0), answer: C, pred: C, response: C
id: Kedu_16_12 (1), answer: C, pred: D, response: D
id: Kedu_16_12 (2), answer: C, pred: C, response: C
id: Kedu_16_13 (0), answer: A, pred: B, response: B
id: Kedu_16_13 (1), answer: A, pred: B, response: B: ㄱ, ㄹ
id: Kedu_16_13 (2), answer: A, pred: B, response: B
id: Kedu_16_14 (0), answer: A, pred: C, response: C
id: Kedu_16_14 (1), answer: A, pred: C, response: C
id: Kedu_16_14 (2), answer: A, pred: C, response: C
id: Kedu_16_15 (0), answer: B, pred: B, response: B
id: Kedu_16_15 (1), answer: B, pred: B, response: B
id: Kedu_16_15 (2), answer: B, pred: B, response: B
id: Kedu_16_16 (0), answer: D, pred: D, response: D
id: Kedu_16_16 (1), answer: D, pred: C, response: C
id: Kedu_16_16 (2), answer: D, pred: D, response: D
id: Kedu_16_17 (0), answer: C, pred: C, response: C
id: Kedu_16_17 (1), answer: C, pred: C, response: C
id: Kedu_16_17 (2), answer: C, pred: C, response: C
id: Kedu_16_18 (0), answer: A, pred: D, response: D
id: Kedu_16_18 (1), answer: A, pred: D, response: D
id: Kedu_16_18 (2), answer: A, pred: D, response: D
id: Kedu_16_19 (0), answer: C, pred: C, response: C
id: Kedu_16_19 (1), answer: C, pred: C, response: C
id: Kedu_16_19 (2), answer: C, pred: C, response: C
id: Kedu_16_20 (0), answer: C, pred: D, response: D
id: Kedu_16_20 (1), answer: C, pred: D, response: D
id: Kedu_16_20 (2), answer: C, pred: D, response: D
id: Kedu_16_21 (0), answer: B, pred: D, response: D
id: Kedu_16_21 (1), answer: B, pred: D, response: D
id: Kedu_16_21 (2), answer: B, pred: B, response: B
id: Kedu_16_22 (0), answer: D, pred: D, response: D
id: Kedu_16_22 (1), answer: D, pred: D, response: D
id: Kedu_16_22 (2), answer: D, pred: D, response: D
id: Kedu_16_23 (0), answer: C, pred: C, response: C
id: Kedu_16_23 (1), answer: C, pred: C, response: C
id: Kedu_16_23 (2), answer: C, pred: C, response: C
id: Kedu_16_24 (0), answer: A, pred: A, response: A
id: Kedu_16_24 (1), answer: A, pred: A, response: A
id: Kedu_16_24 (2), answer: A, pred: A, response: A
id: Kedu_16_25 (0), answer: C, pred: C, response: C
id: Kedu_16_25 (1), answer: C, pred: C, response: C
id: Kedu_16_25 (2), answer: C, pred: C, response: C
id: Kedu_16_26 (0), answer: B, pred: B, response: B
id: Kedu_16_26 (1), answer: B, pred: B, response: B
id: Kedu_16_26 (2), answer: B, pred: B, response: B
id: Kedu_16_27 (0), answer: A, pred: D, response: D
id: Kedu_16_27 (1), answer: A, pred: D, response: D
id: Kedu_16_27 (2), answer: A, pred: D, response: D
id: Kedu_16_28 (0), answer: D, pred: C, response: C
id: Kedu_16_28 (1), answer: D, pred: C, response: C
id: Kedu_16_28 (2), answer: D, pred: C, response: C
id: Kedu_16_29 (0), answer: D, pred: D, response: D
id: Kedu_16_29 (1), answer: D, pred: D, response: D
id: Kedu_16_29 (2), answer: D, pred: D, response: D
id: Kedu_16_30 (0), answer: A, pred: A, response: A
id: Kedu_16_30 (1), answer: A, pred: A, response: A
id: Kedu_16_30 (2), answer: A, pred: A, response: A
id: Kedu_16_31 (0), answer: A, pred: B, response: B
id: Kedu_16_31 (1), answer: A, pred: B, response: B
id: Kedu_16_31 (2), answer: A, pred: B, response: B
id: Kedu_16_32 (0), answer: D, pred: D, response: D
id: Kedu_16_32 (1), answer: D, pred: D, response: D
id: Kedu_16_32 (2), answer: D, pred: D, response: D
id: Kedu_16_33 (0), answer: D, pred: D, response: D
id: Kedu_16_33 (1), answer: D, pred: D, response: D
id: Kedu_16_33 (2), answer: D, pred: D, response: D
id: Kedu_16_34 (0), answer: B, pred: D, response: D
id: Kedu_16_34 (1), answer: B, pred: D, response: D
id: Kedu_16_34 (2), answer: B, pred: D, response: D
id: Kedu_16_35 (0), answer: C, pred: C, response: C
id: Kedu_16_35 (1), answer: C, pred: C, response: C
id: Kedu_16_35 (2), answer: C, pred: C, response: C
id: Kedu_16_36 (0), answer: D, pred: D, response: D
id: Kedu_16_36 (1), answer: D, pred: A, response: A
id: Kedu_16_36 (2), answer: D, pred: D, response: D
id: Kedu_16_37 (0), answer: A, pred: D, response: D
id: Kedu_16_37 (1), answer: A, pred: D, response: D
id: Kedu_16_37 (2), answer: A, pred: D, response: D
id: Kedu_16_38 (0), answer: B, pred: B, response: B
id: Kedu_16_38 (1), answer: B, pred: B, response: B
id: Kedu_16_38 (2), answer: B, pred: B, response: B
id: Kedu_16_39 (0), answer: B, pred: D, response: D
id: Kedu_16_39 (1), answer: B, pred: , response: 정답: D
id: Kedu_16_39 (2), answer: B, pred: D, response: D
id: Kedu_16_40 (0), answer: C, pred: C, response: C
id: Kedu_16_40 (1), answer: C, pred: D, response: D
id: Kedu_16_40 (2), answer: C, pred: D, response: D
id: Kedu_16_41 (0), answer: A, pred: A, response: A
id: Kedu_16_41 (1), answer: A, pred: A, response: A
id: Kedu_16_41 (2), answer: A, pred: A, response: A
id: Kedu_16_42 (0), answer: C, pred: C, response: C
id: Kedu_16_42 (1), answer: C, pred: C, response: C
id: Kedu_16_42 (2), answer: C, pred: C, response: C
id: Kedu_16_43 (0), answer: C, pred: C, response: C
id: Kedu_16_43 (1), answer: C, pred: C, response: C
id: Kedu_16_43 (2), answer: C, pred: C, response: C
id: Kedu_16_44 (0), answer: C, pred: D, response: D
id: Kedu_16_44 (1), answer: C, pred: D, response: D
id: Kedu_16_44 (2), answer: C, pred: D, response: D
id: Kedu_16_45 (0), answer: B, pred: B, response: B
id: Kedu_16_45 (1), answer: B, pred: B, response: B
id: Kedu_16_45 (2), answer: B, pred: B, response: B
id: Kedu_16_46 (0), answer: D, pred: B, response: B
id: Kedu_16_46 (1), answer: D, pred: B, response: B
id: Kedu_16_46 (2), answer: D, pred: B, response: B
id: Kedu_16_47 (0), answer: B, pred: C, response: C
id: Kedu_16_47 (1), answer: B, pred: C, response: C
id: Kedu_16_47 (2), answer: B, pred: C, response: C
id: Kedu_16_48 (0), answer: D, pred: D, response: D
id: Kedu_16_48 (1), answer: D, pred: D, response: D
id: Kedu_16_48 (2), answer: D, pred: D, response: D
id: Kedu_16_49 (0), answer: A, pred: A, response: A
id: Kedu_16_49 (1), answer: A, pred: A, response: A
id: Kedu_16_49 (2), answer: A, pred: A, response: A
id: Kedu_16_50 (0), answer: A, pred: C, response: C
id: Kedu_16_50 (1), answer: A, pred: C, response: C
id: Kedu_16_50 (2), answer: A, pred: C, response: C
id: Kedu_16_51 (0), answer: B, pred: B, response: B
id: Kedu_16_51 (1), answer: B, pred: B, response: B
id: Kedu_16_51 (2), answer: B, pred: B, response: B
id: Kedu_16_52 (0), answer: C, pred: C, response: C
id: Kedu_16_52 (1), answer: C, pred: C, response: C
id: Kedu_16_52 (2), answer: C, pred: C, response: C
id: Kedu_16_53 (0), answer: B, pred: B, response: B
id: Kedu_16_53 (1), answer: B, pred: B, response: B
id: Kedu_16_53 (2), answer: B, pred: B, response: B
id: Kedu_16_54 (0), answer: C, pred: C, response: C
id: Kedu_16_54 (1), answer: C, pred: C, response: C
id: Kedu_16_54 (2), answer: C, pred: C, response: C
id: TK_2016_1 (0), answer: C, pred: C, response: C
id: TK_2016_1 (1), answer: C, pred: C, response: C
id: TK_2016_1 (2), answer: C, pred: C, response: C
id: TK_2016_2 (0), answer: D, pred: D, response: D
id: TK_2016_2 (1), answer: D, pred: D, response: D
id: TK_2016_2 (2), answer: D, pred: D, response: D
id: TK_2016_3 (0), answer: A, pred: A, response: A
id: TK_2016_3 (1), answer: A, pred: A, response: A
id: TK_2016_3 (2), answer: A, pred: A, response: A
id: TK_2016_4 (0), answer: C, pred: C, response: C
id: TK_2016_4 (1), answer: C, pred: C, response: C
id: TK_2016_4 (2), answer: C, pred: C, response: C
id: TK_17_1 (0), answer: B, pred: B, response: B
id: TK_17_1 (1), answer: B, pred: B, response: B
id: TK_17_1 (2), answer: B, pred: B, response: B
id: TK_17_2 (0), answer: A, pred: B, response: B
id: TK_17_2 (1), answer: A, pred: B, response: B
id: TK_17_2 (2), answer: A, pred: B, response: B
id: TK_17_3 (0), answer: D, pred: D, response: D
id: TK_17_3 (1), answer: D, pred: D, response: D
id: TK_17_3 (2), answer: D, pred: D, response: D
id: TK_17_4 (0), answer: A, pred: A, response: A
id: TK_17_4 (1), answer: A, pred: A, response: A
id: TK_17_4 (2), answer: A, pred: A, response: A
id: TK_2018_1 (0), answer: B, pred: B, response: B
id: TK_2018_1 (1), answer: B, pred: B, response: B
id: TK_2018_1 (2), answer: B, pred: B, response: B
id: TK_2018_2 (0), answer: A, pred: A, response: A
id: TK_2018_2 (1), answer: A, pred: A, response: A
id: TK_2018_2 (2), answer: A, pred: A, response: A
id: TK_2018_3 (0), answer: C, pred: C, response: C
id: TK_2018_3 (1), answer: C, pred: C, response: C
id: TK_2018_3 (2), answer: C, pred: C, response: C
id: TK_2018_4 (0), answer: D, pred: D, response: D
id: TK_2018_4 (1), answer: D, pred: D, response: D
id: TK_2018_4 (2), answer: D, pred: D, response: D
id: TK_2019_1 (0), answer: B, pred: B, response: B
id: TK_2019_1 (1), answer: B, pred: B, response: B
id: TK_2019_1 (2), answer: B, pred: B, response: B
id: TK_2019_2 (0), answer: A, pred: A, response: A
id: TK_2019_2 (1), answer: A, pred: A, response: A
id: TK_2019_2 (2), answer: A, pred: A, response: A
id: TK_2019_3 (0), answer: D, pred: D, response: D
id: TK_2019_3 (1), answer: D, pred: D, response: D
id: TK_2019_3 (2), answer: D, pred: D, response: D
id: TK_2019_4 (0), answer: D, pred: D, response: D
id: TK_2019_4 (1), answer: D, pred: D, response: D
id: TK_2019_4 (2), answer: D, pred: D, response: D
id: TK_2022_1 (0), answer: A, pred: A, response: A
id: TK_2022_1 (1), answer: A, pred: A, response: A
id: TK_2022_1 (2), answer: A, pred: A, response: A
id: TK_2022_2 (0), answer: B, pred: B, response: B
id: TK_2022_2 (1), answer: B, pred: B, response: B
id: TK_2022_2 (2), answer: B, pred: B, response: B
id: TK_2022_3 (0), answer: C, pred: C, response: C
id: TK_2022_3 (1), answer: C, pred: C, response: C
id: TK_2022_3 (2), answer: C, pred: C, response: C
id: TK_2022_4 (0), answer: D, pred: D, response: D
id: TK_2022_4 (1), answer: D, pred: D, response: D
id: TK_2022_4 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_1 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_1 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_1 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_2 (0), answer: E, pred: , response: 정답은 E입니다.
id: CSAT_korean_23_2 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_2 (2), answer: E, pred: , response: 정답: E
id: CSAT_korean_23_3 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_3 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_3 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_4 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_4 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_4 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_5 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_5 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_5 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_6 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_6 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_6 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_7 (0), answer: B, pred: B, response: B: 주자학에 매몰되어 세상의 여러 이치를 연구하지 않는 것은 널리 배우고 익히는 앎의 바른 방법이 아닐 것이다.
id: CSAT_korean_23_7 (1), answer: B, pred: B, response: B
id: CSAT_korean_23_7 (2), answer: B, pred: B, response: B
id: CSAT_korean_23_8 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_8 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_8 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_9 (0), answer: B, pred: B, response: B: ⓑ : 계몽(啓蒙)하는
id: CSAT_korean_23_9 (1), answer: B, pred: B, response: B: ⓑ : 계몽(啓蒙)하는
id: CSAT_korean_23_9 (2), answer: B, pred: B, response: B: ⓑ : 계몽(啓蒙)하는
id: CSAT_korean_23_10 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_10 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_10 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_11 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_11 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_11 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_12 (0), answer: B, pred: B, response: B
id: CSAT_korean_23_12 (1), answer: B, pred: B, response: B
id: CSAT_korean_23_12 (2), answer: B, pred: B, response: B
id: CSAT_korean_23_13 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_13 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_13 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_14 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_14 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_14 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_15 (0), answer: D, pred: C, response: C
id: CSAT_korean_23_15 (1), answer: D, pred: C, response: C
id: CSAT_korean_23_15 (2), answer: D, pred: C, response: C
id: CSAT_korean_23_16 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_16 (1), answer: D, pred: D, response: D: ㉠과 ㉡은 모두 일정한 체온에서 동물이 체외로 발산하는 열량을 구할 수 있다.
id: CSAT_korean_23_16 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_17 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_17 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_17 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_18 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_18 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_18 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_19 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_19 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_19 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_20 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_20 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_20 (2), answer: C, pred: C, response: C: ㉣은 인물의 행위가 반복적으로 일어나는, ㉤은 ㉣ 중 한 시점을 특정하는 시간의 표지이다.
id: CSAT_korean_23_21 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_21 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_21 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_22 (0), answer: A, pred: C, response: C: 현실을 통찰하며 관용적 삶에 대한 지향을 보여 주고 있다.
id: CSAT_korean_23_22 (1), answer: A, pred: C, response: C
id: CSAT_korean_23_22 (2), answer: A, pred: C, response: C
id: CSAT_korean_23_23 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_23 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_23 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_24 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_24 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_24 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_25 (0), answer: C, pred: C, response: C: ㉠은 화자에게 만족하며 머무르는 삶에 대해, ㉡은 글쓴이에게 허전하지 않은 이유에 대해 생각하게 한다.
id: CSAT_korean_23_25 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_25 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_26 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_26 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_26 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_27 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_27 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_27 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_28 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_28 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_28 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_29 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_29 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_29 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_30 (0), answer: B, pred: B, response: B
id: CSAT_korean_23_30 (1), answer: B, pred: B, response: B
id: CSAT_korean_23_30 (2), answer: B, pred: B, response: B
id: CSAT_korean_23_31 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_31 (1), answer: A, pred: B, response: B
id: CSAT_korean_23_31 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_32 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_32 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_32 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_33 (0), answer: B, pred: B, response: B
id: CSAT_korean_23_33 (1), answer: B, pred: B, response: B
id: CSAT_korean_23_33 (2), answer: B, pred: B, response: B
id: CSAT_korean_23_34 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_34 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_34 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_1 (0), answer: B, pred: B, response: B
id: CSAT_korean_22_1 (1), answer: B, pred: B, response: B
id: CSAT_korean_22_1 (2), answer: B, pred: B, response: B
id: CSAT_korean_22_2 (0), answer: E, pred: E, response: E
id: CSAT_korean_22_2 (1), answer: E, pred: E, response: E
id: CSAT_korean_22_2 (2), answer: E, pred: E, response: E
id: CSAT_korean_22_3 (0), answer: A, pred: A, response: A
id: CSAT_korean_22_3 (1), answer: A, pred: A, response: A
id: CSAT_korean_22_3 (2), answer: A, pred: A, response: A
id: CSAT_korean_22_4 (0), answer: A, pred: A, response: A
id: CSAT_korean_22_4 (1), answer: A, pred: A, response: A
id: CSAT_korean_22_4 (2), answer: A, pred: A, response: A
id: CSAT_korean_22_5 (0), answer: C, pred: C, response: C
id: CSAT_korean_22_5 (1), answer: C, pred: C, response: C
id: CSAT_korean_22_5 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_6 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_6 (1), answer: D, pred: D, response: D
id: CSAT_korean_22_6 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_7 (0), answer: C, pred: C, response: C
id: CSAT_korean_22_7 (1), answer: C, pred: C, response: C
id: CSAT_korean_22_7 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_8 (0), answer: B, pred: D, response: D
id: CSAT_korean_22_8 (1), answer: B, pred: D, response: D
id: CSAT_korean_22_8 (2), answer: B, pred: D, response: D
id: CSAT_korean_22_9 (0), answer: C, pred: D, response: D: ⓓ : 간주(看做)하면
id: CSAT_korean_22_9 (1), answer: C, pred: D, response: D: ⓓ : 간주(看做)하면
id: CSAT_korean_22_9 (2), answer: C, pred: , response: 정답: C
id: CSAT_korean_22_10 (0), answer: B, pred: B, response: B
id: CSAT_korean_22_10 (1), answer: B, pred: B, response: B
id: CSAT_korean_22_10 (2), answer: B, pred: B, response: B
id: CSAT_korean_22_11 (0), answer: E, pred: C, response: C
id: CSAT_korean_22_11 (1), answer: E, pred: C, response: C
id: CSAT_korean_22_11 (2), answer: E, pred: C, response: C
id: CSAT_korean_22_12 (0), answer: E, pred: E, response: E
id: CSAT_korean_22_12 (1), answer: E, pred: E, response: E
id: CSAT_korean_22_12 (2), answer: E, pred: E, response: E: ㉡에서 교차 환율의 가짓수는 ㉢에서 생기는 환율의 가짓수보다 적다.
id: CSAT_korean_22_13 (0), answer: D, pred: E, response: E
id: CSAT_korean_22_13 (1), answer: D, pred: E, response: E
id: CSAT_korean_22_13 (2), answer: D, pred: E, response: E
id: CSAT_korean_22_14 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_14 (1), answer: D, pred: D, response: D
id: CSAT_korean_22_14 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_15 (0), answer: B, pred: C, response: C
id: CSAT_korean_22_15 (1), answer: B, pred: C, response: C: ㉡에서는 ㉠에서 렌즈와 격자판 사이의 거리에 따른 렌즈의 곡률 변화로 생긴 휘어짐이 보정되었겠군.
id: CSAT_korean_22_15 (2), answer: B, pred: C, response: C
id: CSAT_korean_22_16 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_16 (1), answer: D, pred: B, response: B
id: CSAT_korean_22_16 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_17 (0), answer: A, pred: A, response: A
id: CSAT_korean_22_17 (1), answer: A, pred: A, response: A
id: CSAT_korean_22_17 (2), answer: A, pred: D, response: D: 물의 온도가 어는점을 지나 계속 내려가고 있다.
id: CSAT_korean_22_18 (0), answer: C, pred: C, response: C: (다)에서는 자연과 인간의 관계를 살펴 자연을 바라보는 인간의 태도에 대한 성찰을 드러내고 있다.
id: CSAT_korean_22_18 (1), answer: C, pred: C, response: C
id: CSAT_korean_22_18 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_19 (0), answer: C, pred: C, response: C
id: CSAT_korean_22_19 (1), answer: C, pred: C, response: C
id: CSAT_korean_22_19 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_20 (0), answer: B, pred: B, response: B
id: CSAT_korean_22_20 (1), answer: B, pred: B, response: B
id: CSAT_korean_22_20 (2), answer: B, pred: B, response: B
id: CSAT_korean_22_21 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_21 (1), answer: D, pred: D, response: D
id: CSAT_korean_22_21 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_22 (0), answer: A, pred: A, response: A
id: CSAT_korean_22_22 (1), answer: A, pred: A, response: A
id: CSAT_korean_22_22 (2), answer: A, pred: A, response: A
id: CSAT_korean_22_23 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_23 (1), answer: D, pred: D, response: D
id: CSAT_korean_22_23 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_24 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_24 (1), answer: D, pred: D, response: D: 한 가지의 목적으로 수렴되는 인물의 의도적인 행위들을 나열하고 있다.
id: CSAT_korean_22_24 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_25 (0), answer: C, pred: C, response: C
id: CSAT_korean_22_25 (1), answer: C, pred: C, response: C
id: CSAT_korean_22_25 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_26 (0), answer: E, pred: E, response: E
id: CSAT_korean_22_26 (1), answer: E, pred: E, response: E
id: CSAT_korean_22_26 (2), answer: E, pred: E, response: E
id: CSAT_korean_22_27 (0), answer: E, pred: E, response: E
id: CSAT_korean_22_27 (1), answer: E, pred: E, response: E
id: CSAT_korean_22_27 (2), answer: E, pred: E, response: E
id: CSAT_korean_22_28 (0), answer: B, pred: C, response: C
id: CSAT_korean_22_28 (1), answer: B, pred: C, response: C
id: CSAT_korean_22_28 (2), answer: B, pred: C, response: C
id: CSAT_korean_22_29 (0), answer: A, pred: A, response: A
id: CSAT_korean_22_29 (1), answer: A, pred: A, response: A
id: CSAT_korean_22_29 (2), answer: A, pred: A, response: A
id: CSAT_korean_22_30 (0), answer: C, pred: C, response: C
id: CSAT_korean_22_30 (1), answer: C, pred: C, response: C
id: CSAT_korean_22_30 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_31 (0), answer: E, pred: E, response: E
id: CSAT_korean_22_31 (1), answer: E, pred: E, response: E
id: CSAT_korean_22_31 (2), answer: E, pred: E, response: E
id: CSAT_korean_22_32 (0), answer: D, pred: D, response: D: 특정 계절을 배경으로 제시해 화자의 처지를 부각하고 있다.
id: CSAT_korean_22_32 (1), answer: D, pred: D, response: D
id: CSAT_korean_22_32 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_33 (0), answer: E, pred: E, response: E
